Mod:Item:MetaData, Localized Name
tfc:metal/chestplate/red_steel, Red Steel Chestplate
tfc:metal/unfinished_greaves/bismuth_bronze, Unfinished Bismuth Bronze Greaves
tfc:metal/unfinished_greaves/black_bronze, Unfinished Black Bronze Greaves
tfc:metal/unfinished_greaves/bronze, Unfinished Bronze Greaves
tfc:metal/unfinished_greaves/copper, Unfinished Copper Greaves
tfc:metal/unfinished_greaves/wrought_iron, Unfinished Wrought Iron Greaves
tfc:metal/unfinished_greaves/steel, Unfinished Steel Greaves
tfc:metal/unfinished_greaves/black_steel, Unfinished Black Steel Greaves
tfc:metal/unfinished_greaves/blue_steel, Unfinished Blue Steel Greaves
tfc:metal/unfinished_greaves/red_steel, Unfinished Red Steel Greaves
tfc:metal/greaves/bismuth_bronze, Bismuth Bronze Greaves
tfc:metal/greaves/black_bronze, Black Bronze Greaves
tfc:metal/greaves/bronze, Bronze Greaves
tfc:metal/greaves/copper, Copper Greaves
tfc:metal/greaves/wrought_iron, Wrought Iron Greaves
tfc:metal/greaves/steel, Steel Greaves
tfc:metal/greaves/black_steel, Black Steel Greaves
tfc:metal/greaves/blue_steel, Blue Steel Greaves
tfc:metal/greaves/red_steel, Red Steel Greaves
tfc:metal/unfinished_boots/bismuth_bronze, Unfinished Bismuth Bronze Boots
tfc:metal/unfinished_boots/black_bronze, Unfinished Black Bronze Boots
tfc:metal/unfinished_boots/bronze, Unfinished Bronze Boots
tfc:metal/unfinished_boots/copper, Unfinished Copper Boots
tfc:metal/unfinished_boots/wrought_iron, Unfinished Wrought Iron Boots
tfc:metal/unfinished_boots/steel, Unfinished Steel Boots
tfc:metal/unfinished_boots/black_steel, Unfinished Black Steel Boots
tfc:metal/unfinished_boots/blue_steel, Unfinished Blue Steel Boots
tfc:metal/unfinished_boots/red_steel, Unfinished Red Steel Boots
tfc:metal/boots/bismuth_bronze, Bismuth Bronze Boots
tfc:metal/boots/black_bronze, Black Bronze Boots
tfc:metal/boots/bronze, Bronze Boots
tfc:metal/boots/copper, Copper Boots
tfc:metal/boots/wrought_iron, Wrought Iron Boots
tfc:metal/boots/steel, Steel Boots
tfc:metal/boots/black_steel, Black Steel Boots
tfc:metal/boots/blue_steel, Blue Steel Boots
tfc:metal/boots/red_steel, Red Steel Boots
tfc:metal/shield/bismuth_bronze, Bismuth Bronze Shield
tfc:metal/shield/black_bronze, Black Bronze Shield
tfc:metal/shield/bronze, Bronze Shield
tfc:metal/shield/copper, Copper Shield
tfc:metal/shield/wrought_iron, Wrought Iron Shield
tfc:metal/shield/steel, Steel Shield
tfc:metal/shield/black_steel, Black Steel Shield
tfc:metal/shield/blue_steel, Blue Steel Shield
tfc:metal/shield/red_steel, Red Steel Shield
tfc:debug, TFC Debug Block
tfc:aggregate, Aggregate
tfc:fire_clay_block, Fire Clay
tfc:peat, Peat
tfc:peat_grass, Peat Grass
tfc:thatch, Thatch
tfc:fire_bricks, Fire Bricks
tfc:quern, Quern
tfc:crucible, Crucible
tfc:blast_furnace, Blast Furnace
tfc:sea_ice, Sea Ice
tfc:ceramics/fired/large_vessel, Large Vessel
tfc:powderkeg, Powderkeg
tfc:alabaster/raw/plain,  Alabaster
tfc:alabaster/polished/plain,  Smooth Alabaster
tfc:alabaster/bricks/plain,  Alabaster Bricks
tfc:alabaster/polished/white, White Smooth Alabaster
tfc:alabaster/bricks/white, White Alabaster Bricks
tfc:alabaster/raw/white, White Alabaster
tfc:alabaster/polished/orange, Orange Smooth Alabaster
tfc:alabaster/bricks/orange, Orange Alabaster Bricks
tfc:alabaster/raw/orange, Orange Alabaster
tfc:alabaster/polished/magenta, Magenta Smooth Alabaster
tfc:alabaster/bricks/magenta, Magenta Alabaster Bricks
tfc:alabaster/raw/magenta, Magenta Alabaster
tfc:alabaster/polished/light_blue, Light Blue Smooth Alabaster
tfc:alabaster/bricks/light_blue, Light Blue Alabaster Bricks
tfc:alabaster/raw/light_blue, Light Blue Alabaster
tfc:alabaster/polished/yellow, Yellow Smooth Alabaster
tfc:alabaster/bricks/yellow, Yellow Alabaster Bricks
tfc:alabaster/raw/yellow, Yellow Alabaster
tfc:alabaster/polished/lime, Lime Smooth Alabaster
tfc:alabaster/bricks/lime, Lime Alabaster Bricks
tfc:alabaster/raw/lime, Lime Alabaster
tfc:alabaster/polished/pink, Pink Smooth Alabaster
tfc:alabaster/bricks/pink, Pink Alabaster Bricks
tfc:alabaster/raw/pink, Pink Alabaster
tfc:alabaster/polished/gray, Gray Smooth Alabaster
tfc:alabaster/bricks/gray, Gray Alabaster Bricks
tfc:alabaster/raw/gray, Gray Alabaster
tfc:alabaster/polished/silver, Light Gray Smooth Alabaster
tfc:alabaster/bricks/silver, Light Gray Alabaster Bricks
tfc:alabaster/raw/silver, Light Gray Alabaster
tfc:alabaster/polished/cyan, Cyan Smooth Alabaster
tfc:alabaster/bricks/cyan, Cyan Alabaster Bricks
tfc:alabaster/raw/cyan, Cyan Alabaster
tfc:alabaster/polished/purple, Purple Smooth Alabaster
tfc:alabaster/bricks/purple, Purple Alabaster Bricks
tfc:alabaster/raw/purple, Purple Alabaster
tfc:alabaster/polished/blue, Blue Smooth Alabaster
tfc:alabaster/bricks/blue, Blue Alabaster Bricks
tfc:alabaster/raw/blue, Blue Alabaster
tfc:alabaster/polished/brown, Brown Smooth Alabaster
tfc:alabaster/bricks/brown, Brown Alabaster Bricks
tfc:alabaster/raw/brown, Brown Alabaster
tfc:alabaster/polished/green, Green Smooth Alabaster
tfc:alabaster/bricks/green, Green Alabaster Bricks
tfc:alabaster/raw/green, Green Alabaster
tfc:alabaster/polished/red, Red Smooth Alabaster
tfc:alabaster/bricks/red, Red Alabaster Bricks
tfc:alabaster/raw/red, Red Alabaster
tfc:alabaster/polished/black, Black Smooth Alabaster
tfc:alabaster/bricks/black, Black Alabaster Bricks
tfc:alabaster/raw/black, Black Alabaster
tfc:raw/granite, Raw Granite
tfc:raw/diorite, Raw Diorite
tfc:raw/gabbro, Raw Gabbro
tfc:raw/shale, Raw Shale
tfc:raw/claystone, Raw Claystone
tfc:raw/rocksalt, Raw Rocksalt
tfc:raw/limestone, Raw Limestone
tfc:raw/conglomerate, Raw Conglomerate
tfc:raw/dolomite, Raw Dolomite
tfc:raw/chert, Raw Chert
tfc:raw/chalk, Raw Chalk
tfc:raw/rhyolite, Raw Rhyolite
tfc:raw/basalt, Raw Basalt
tfc:raw/andesite, Raw Andesite
tfc:raw/dacite, Raw Dacite
tfc:raw/quartzite, Raw Quartzite
tfc:raw/slate, Raw Slate
tfc:raw/phyllite, Raw Phyllite
tfc:raw/schist, Raw Schist
tfc:raw/gneiss, Raw Gneiss
tfc:raw/marble, Raw Marble
tfc:smooth/granite, Smooth Granite
tfc:smooth/diorite, Smooth Diorite
tfc:smooth/gabbro, Smooth Gabbro
tfc:smooth/shale, Smooth Shale
tfc:smooth/claystone, Smooth Claystone
tfc:smooth/rocksalt, Smooth Rocksalt
tfc:smooth/limestone, Smooth Limestone
tfc:smooth/conglomerate, Smooth Conglomerate
tfc:smooth/dolomite, Smooth Dolomite
tfc:smooth/chert, Smooth Chert
tfc:smooth/chalk, Smooth Chalk
tfc:smooth/rhyolite, Smooth Rhyolite
tfc:smooth/basalt, Smooth Basalt
tfc:smooth/andesite, Smooth Andesite
tfc:smooth/dacite, Smooth Dacite
tfc:smooth/quartzite, Smooth Quartzite
tfc:smooth/slate, Smooth Slate
tfc:smooth/phyllite, Smooth Phyllite
tfc:smooth/schist, Smooth Schist
tfc:smooth/gneiss, Smooth Gneiss
tfc:smooth/marble, Smooth Marble
tfc:cobble/granite, Granite Cobble
tfc:cobble/diorite, Diorite Cobble
tfc:cobble/gabbro, Gabbro Cobble
tfc:cobble/shale, Shale Cobble
tfc:cobble/claystone, Claystone Cobble
tfc:cobble/rocksalt, Rocksalt Cobble
tfc:cobble/limestone, Limestone Cobble
tfc:cobble/conglomerate, Conglomerate Cobble
tfc:cobble/dolomite, Dolomite Cobble
tfc:cobble/chert, Chert Cobble
tfc:cobble/chalk, Chalk Cobble
tfc:cobble/rhyolite, Rhyolite Cobble
tfc:cobble/basalt, Basalt Cobble
tfc:cobble/andesite, Andesite Cobble
tfc:cobble/dacite, Dacite Cobble
tfc:cobble/quartzite, Quartzite Cobble
tfc:cobble/slate, Slate Cobble
tfc:cobble/phyllite, Phyllite Cobble
tfc:cobble/schist, Schist Cobble
tfc:cobble/gneiss, Gneiss Cobble
tfc:cobble/marble, Marble Cobble
tfc:bricks/granite, Granite Bricks
tfc:bricks/diorite, Diorite Bricks
tfc:bricks/gabbro, Gabbro Bricks
tfc:bricks/shale, Shale Bricks
tfc:bricks/claystone, Claystone Bricks
tfc:bricks/rocksalt, Rocksalt Bricks
tfc:bricks/limestone, Limestone Bricks
tfc:bricks/conglomerate, Conglomerate Bricks
tfc:bricks/dolomite, Dolomite Bricks
tfc:bricks/chert, Chert Bricks
tfc:bricks/chalk, Chalk Bricks
tfc:bricks/rhyolite, Rhyolite Bricks
tfc:bricks/basalt, Basalt Bricks
tfc:bricks/andesite, Andesite Bricks
tfc:bricks/dacite, Dacite Bricks
tfc:bricks/quartzite, Quartzite Bricks
tfc:bricks/slate, Slate Bricks
tfc:bricks/phyllite, Phyllite Bricks
tfc:bricks/schist, Schist Bricks
tfc:bricks/gneiss, Gneiss Bricks
tfc:bricks/marble, Marble Bricks
tfc:sand/granite, Granite Sand
tfc:sand/diorite, Diorite Sand
tfc:sand/gabbro, Gabbro Sand
tfc:sand/shale, Shale Sand
tfc:sand/claystone, Claystone Sand
tfc:sand/rocksalt, Rocksalt Sand
tfc:sand/limestone, Limestone Sand
tfc:sand/conglomerate, Conglomerate Sand
tfc:sand/dolomite, Dolomite Sand
tfc:sand/chert, Chert Sand
tfc:sand/chalk, Chalk Sand
tfc:sand/rhyolite, Rhyolite Sand
tfc:sand/basalt, Basalt Sand
tfc:sand/andesite, Andesite Sand
tfc:sand/dacite, Dacite Sand
tfc:sand/quartzite, Quartzite Sand
tfc:sand/slate, Slate Sand
tfc:sand/phyllite, Phyllite Sand
tfc:sand/schist, Schist Sand
tfc:sand/gneiss, Gneiss Sand
tfc:sand/marble, Marble Sand
tfc:gravel/granite, Granite Gravel
tfc:gravel/diorite, Diorite Gravel
tfc:gravel/gabbro, Gabbro Gravel
tfc:gravel/shale, Shale Gravel
tfc:gravel/claystone, Claystone Gravel
tfc:gravel/rocksalt, Rocksalt Gravel
tfc:gravel/limestone, Limestone Gravel
tfc:gravel/conglomerate, Conglomerate Gravel
tfc:gravel/dolomite, Dolomite Gravel
tfc:gravel/chert, Chert Gravel
tfc:gravel/chalk, Chalk Gravel
tfc:gravel/rhyolite, Rhyolite Gravel
tfc:gravel/basalt, Basalt Gravel
tfc:gravel/andesite, Andesite Gravel
tfc:gravel/dacite, Dacite Gravel
tfc:gravel/quartzite, Quartzite Gravel
tfc:gravel/slate, Slate Gravel
tfc:gravel/phyllite, Phyllite Gravel
tfc:gravel/schist, Schist Gravel
tfc:gravel/gneiss, Gneiss Gravel
tfc:gravel/marble, Marble Gravel
tfc:dirt/granite, Granite Dirt
tfc:dirt/diorite, Diorite Dirt
tfc:dirt/gabbro, Gabbro Dirt
tfc:dirt/shale, Shale Dirt
tfc:dirt/claystone, Claystone Dirt
tfc:dirt/rocksalt, Rocksalt Dirt
tfc:dirt/limestone, Limestone Dirt
tfc:dirt/conglomerate, Conglomerate Dirt
tfc:dirt/dolomite, Dolomite Dirt
tfc:dirt/chert, Chert Dirt
tfc:dirt/chalk, Chalk Dirt
tfc:dirt/rhyolite, Rhyolite Dirt
tfc:dirt/basalt, Basalt Dirt
tfc:dirt/andesite, Andesite Dirt
tfc:dirt/dacite, Dacite Dirt
tfc:dirt/quartzite, Quartzite Dirt
tfc:dirt/slate, Slate Dirt
tfc:dirt/phyllite, Phyllite Dirt
tfc:dirt/schist, Schist Dirt
tfc:dirt/gneiss, Gneiss Dirt
tfc:dirt/marble, Marble Dirt
tfc:grass/granite, Granite Grass
tfc:grass/diorite, Diorite Grass
tfc:grass/gabbro, Gabbro Grass
tfc:grass/shale, Shale Grass
tfc:grass/claystone, Claystone Grass
tfc:grass/rocksalt, Rocksalt Grass
tfc:grass/limestone, Limestone Grass
tfc:grass/conglomerate, Conglomerate Grass
tfc:grass/dolomite, Dolomite Grass
tfc:grass/chert, Chert Grass
tfc:grass/chalk, Chalk Grass
tfc:grass/rhyolite, Rhyolite Grass
tfc:grass/basalt, Basalt Grass
tfc:grass/andesite, Andesite Grass
tfc:grass/dacite, Dacite Grass
tfc:grass/quartzite, Quartzite Grass
tfc:grass/slate, Slate Grass
tfc:grass/phyllite, Phyllite Grass
tfc:grass/schist, Schist Grass
tfc:grass/gneiss, Gneiss Grass
tfc:grass/marble, Marble Grass
tfc:dry_grass/granite, Dry Granite Grass
tfc:dry_grass/diorite, Dry Diorite Grass
tfc:dry_grass/gabbro, Dry Gabbro Grass
tfc:dry_grass/shale, Dry Shale Grass
tfc:dry_grass/claystone, Dry Claystone Grass
tfc:dry_grass/rocksalt, Dry Rocksalt Grass
tfc:dry_grass/limestone, Dry Limestone Grass
tfc:dry_grass/conglomerate, Dry Conglomerate Grass
tfc:dry_grass/dolomite, Dry Dolomite Grass
tfc:dry_grass/chert, Dry Chert Grass
tfc:dry_grass/chalk, Dry Chalk Grass
tfc:dry_grass/rhyolite, Dry Rhyolite Grass
tfc:dry_grass/basalt, Dry Basalt Grass
tfc:dry_grass/andesite, Dry Andesite Grass
tfc:dry_grass/dacite, Dry Dacite Grass
tfc:dry_grass/quartzite, Dry Quartzite Grass
tfc:dry_grass/slate, Dry Slate Grass
tfc:dry_grass/phyllite, Dry Phyllite Grass
tfc:dry_grass/schist, Dry Schist Grass
tfc:dry_grass/gneiss, Dry Gneiss Grass
tfc:dry_grass/marble, Dry Marble Grass
tfc:clay/granite, Granite Clay
tfc:clay/diorite, Diorite Clay
tfc:clay/gabbro, Gabbro Clay
tfc:clay/shale, Shale Clay
tfc:clay/claystone, Claystone Clay
tfc:clay/rocksalt, Rocksalt Clay
tfc:clay/limestone, Limestone Clay
tfc:clay/conglomerate, Conglomerate Clay
tfc:clay/dolomite, Dolomite Clay
tfc:clay/chert, Chert Clay
tfc:clay/chalk, Chalk Clay
tfc:clay/rhyolite, Rhyolite Clay
tfc:clay/basalt, Basalt Clay
tfc:clay/andesite, Andesite Clay
tfc:clay/dacite, Dacite Clay
tfc:clay/quartzite, Quartzite Clay
tfc:clay/slate, Slate Clay
tfc:clay/phyllite, Phyllite Clay
tfc:clay/schist, Schist Clay
tfc:clay/gneiss, Gneiss Clay
tfc:clay/marble, Marble Clay
tfc:clay_grass/granite, Granite Clay Grass
tfc:clay_grass/diorite, Diorite Clay Grass
tfc:clay_grass/gabbro, Gabbro Clay Grass
tfc:clay_grass/shale, Shale Clay Grass
tfc:clay_grass/claystone, Claystone Clay Grass
tfc:clay_grass/rocksalt, Rocksalt Clay Grass
tfc:clay_grass/limestone, Limestone Clay Grass
tfc:clay_grass/conglomerate, Conglomerate Clay Grass
tfc:clay_grass/dolomite, Dolomite Clay Grass
tfc:clay_grass/chert, Chert Clay Grass
tfc:clay_grass/chalk, Chalk Clay Grass
tfc:clay_grass/rhyolite, Rhyolite Clay Grass
tfc:clay_grass/basalt, Basalt Clay Grass
tfc:clay_grass/andesite, Andesite Clay Grass
tfc:clay_grass/dacite, Dacite Clay Grass
tfc:clay_grass/quartzite, Quartzite Clay Grass
tfc:clay_grass/slate, Slate Clay Grass
tfc:clay_grass/phyllite, Phyllite Clay Grass
tfc:clay_grass/schist, Schist Clay Grass
tfc:clay_grass/gneiss, Gneiss Clay Grass
tfc:clay_grass/marble, Marble Clay Grass
tfc:farmland/granite, Granite Farmland
tfc:farmland/diorite, Diorite Farmland
tfc:farmland/gabbro, Gabbro Farmland
tfc:farmland/shale, Shale Farmland
tfc:farmland/claystone, Claystone Farmland
tfc:farmland/rocksalt, Rocksalt Farmland
tfc:farmland/limestone, Limestone Farmland
tfc:farmland/conglomerate, Conglomerate Farmland
tfc:farmland/dolomite, Dolomite Farmland
tfc:farmland/chert, Chert Farmland
tfc:farmland/chalk, Chalk Farmland
tfc:farmland/rhyolite, Rhyolite Farmland
tfc:farmland/basalt, Basalt Farmland
tfc:farmland/andesite, Andesite Farmland
tfc:farmland/dacite, Dacite Farmland
tfc:farmland/quartzite, Quartzite Farmland
tfc:farmland/slate, Slate Farmland
tfc:farmland/phyllite, Phyllite Farmland
tfc:farmland/schist, Schist Farmland
tfc:farmland/gneiss, Gneiss Farmland
tfc:farmland/marble, Marble Farmland
tfc:path/granite, Granite Path
tfc:path/diorite, Diorite Path
tfc:path/gabbro, Gabbro Path
tfc:path/shale, Shale Path
tfc:path/claystone, Claystone Path
tfc:path/rocksalt, Rocksalt Path
tfc:path/limestone, Limestone Path
tfc:path/conglomerate, Conglomerate Path
tfc:path/dolomite, Dolomite Path
tfc:path/chert, Chert Path
tfc:path/chalk, Chalk Path
tfc:path/rhyolite, Rhyolite Path
tfc:path/basalt, Basalt Path
tfc:path/andesite, Andesite Path
tfc:path/dacite, Dacite Path
tfc:path/quartzite, Quartzite Path
tfc:path/slate, Slate Path
tfc:path/phyllite, Phyllite Path
tfc:path/schist, Schist Path
tfc:path/gneiss, Gneiss Path
tfc:path/marble, Marble Path
tfc:ore/native_copper/granite, Granite Native Copper
tfc:ore/native_copper/diorite, Diorite Native Copper
tfc:ore/native_copper/gabbro, Gabbro Native Copper
tfc:ore/native_copper/shale, Shale Native Copper
tfc:ore/native_copper/claystone, Claystone Native Copper
tfc:ore/native_copper/rocksalt, Rocksalt Native Copper
tfc:ore/native_copper/limestone, Limestone Native Copper
tfc:ore/native_copper/conglomerate, Conglomerate Native Copper
tfc:ore/native_copper/dolomite, Dolomite Native Copper
tfc:ore/native_copper/chert, Chert Native Copper
tfc:ore/native_copper/chalk, Chalk Native Copper
tfc:ore/native_copper/rhyolite, Rhyolite Native Copper
tfc:ore/native_copper/basalt, Basalt Native Copper
tfc:ore/native_copper/andesite, Andesite Native Copper
tfc:ore/native_copper/dacite, Dacite Native Copper
tfc:ore/native_copper/quartzite, Quartzite Native Copper
tfc:ore/native_copper/slate, Slate Native Copper
tfc:ore/native_copper/phyllite, Phyllite Native Copper
tfc:ore/native_copper/schist, Schist Native Copper
tfc:ore/native_copper/gneiss, Gneiss Native Copper
tfc:ore/native_copper/marble, Marble Native Copper
tfc:ore/native_gold/granite, Granite Native Gold
tfc:ore/native_gold/diorite, Diorite Native Gold
tfc:ore/native_gold/gabbro, Gabbro Native Gold
tfc:ore/native_gold/shale, Shale Native Gold
tfc:ore/native_gold/claystone, Claystone Native Gold
tfc:ore/native_gold/rocksalt, Rocksalt Native Gold
tfc:ore/native_gold/limestone, Limestone Native Gold
tfc:ore/native_gold/conglomerate, Conglomerate Native Gold
tfc:ore/native_gold/dolomite, Dolomite Native Gold
tfc:ore/native_gold/chert, Chert Native Gold
tfc:ore/native_gold/chalk, Chalk Native Gold
tfc:ore/native_gold/rhyolite, Rhyolite Native Gold
tfc:ore/native_gold/basalt, Basalt Native Gold
tfc:ore/native_gold/andesite, Andesite Native Gold
tfc:ore/native_gold/dacite, Dacite Native Gold
tfc:ore/native_gold/quartzite, Quartzite Native Gold
tfc:ore/native_gold/slate, Slate Native Gold
tfc:ore/native_gold/phyllite, Phyllite Native Gold
tfc:ore/native_gold/schist, Schist Native Gold
tfc:ore/native_gold/gneiss, Gneiss Native Gold
tfc:ore/native_gold/marble, Marble Native Gold
tfc:ore/native_platinum/granite, Granite Native Platinum
tfc:ore/native_platinum/diorite, Diorite Native Platinum
tfc:ore/native_platinum/gabbro, Gabbro Native Platinum
tfc:ore/native_platinum/shale, Shale Native Platinum
tfc:ore/native_platinum/claystone, Claystone Native Platinum
tfc:ore/native_platinum/rocksalt, Rocksalt Native Platinum
tfc:ore/native_platinum/limestone, Limestone Native Platinum
tfc:ore/native_platinum/conglomerate, Conglomerate Native Platinum
tfc:ore/native_platinum/dolomite, Dolomite Native Platinum
tfc:ore/native_platinum/chert, Chert Native Platinum
tfc:ore/native_platinum/chalk, Chalk Native Platinum
tfc:ore/native_platinum/rhyolite, Rhyolite Native Platinum
tfc:ore/native_platinum/basalt, Basalt Native Platinum
tfc:ore/native_platinum/andesite, Andesite Native Platinum
tfc:ore/native_platinum/dacite, Dacite Native Platinum
tfc:ore/native_platinum/quartzite, Quartzite Native Platinum
tfc:ore/native_platinum/slate, Slate Native Platinum
tfc:ore/native_platinum/phyllite, Phyllite Native Platinum
tfc:ore/native_platinum/schist, Schist Native Platinum
tfc:ore/native_platinum/gneiss, Gneiss Native Platinum
tfc:ore/native_platinum/marble, Marble Native Platinum
tfc:ore/hematite/granite, Granite Hematite
tfc:ore/hematite/diorite, Diorite Hematite
tfc:ore/hematite/gabbro, Gabbro Hematite
tfc:ore/hematite/shale, Shale Hematite
tfc:ore/hematite/claystone, Claystone Hematite
tfc:ore/hematite/rocksalt, Rocksalt Hematite
tfc:ore/hematite/limestone, Limestone Hematite
tfc:ore/hematite/conglomerate, Conglomerate Hematite
tfc:ore/hematite/dolomite, Dolomite Hematite
tfc:ore/hematite/chert, Chert Hematite
tfc:ore/hematite/chalk, Chalk Hematite
tfc:ore/hematite/rhyolite, Rhyolite Hematite
tfc:ore/hematite/basalt, Basalt Hematite
tfc:ore/hematite/andesite, Andesite Hematite
tfc:ore/hematite/dacite, Dacite Hematite
tfc:ore/hematite/quartzite, Quartzite Hematite
tfc:ore/hematite/slate, Slate Hematite
tfc:ore/hematite/phyllite, Phyllite Hematite
tfc:ore/hematite/schist, Schist Hematite
tfc:ore/hematite/gneiss, Gneiss Hematite
tfc:ore/hematite/marble, Marble Hematite
tfc:ore/native_silver/granite, Granite Native Silver
tfc:ore/native_silver/diorite, Diorite Native Silver
tfc:ore/native_silver/gabbro, Gabbro Native Silver
tfc:ore/native_silver/shale, Shale Native Silver
tfc:ore/native_silver/claystone, Claystone Native Silver
tfc:ore/native_silver/rocksalt, Rocksalt Native Silver
tfc:ore/native_silver/limestone, Limestone Native Silver
tfc:ore/native_silver/conglomerate, Conglomerate Native Silver
tfc:ore/native_silver/dolomite, Dolomite Native Silver
tfc:ore/native_silver/chert, Chert Native Silver
tfc:ore/native_silver/chalk, Chalk Native Silver
tfc:ore/native_silver/rhyolite, Rhyolite Native Silver
tfc:ore/native_silver/basalt, Basalt Native Silver
tfc:ore/native_silver/andesite, Andesite Native Silver
tfc:ore/native_silver/dacite, Dacite Native Silver
tfc:ore/native_silver/quartzite, Quartzite Native Silver
tfc:ore/native_silver/slate, Slate Native Silver
tfc:ore/native_silver/phyllite, Phyllite Native Silver
tfc:ore/native_silver/schist, Schist Native Silver
tfc:ore/native_silver/gneiss, Gneiss Native Silver
tfc:ore/native_silver/marble, Marble Native Silver
tfc:ore/cassiterite/granite, Granite Cassiterite
tfc:ore/cassiterite/diorite, Diorite Cassiterite
tfc:ore/cassiterite/gabbro, Gabbro Cassiterite
tfc:ore/cassiterite/shale, Shale Cassiterite
tfc:ore/cassiterite/claystone, Claystone Cassiterite
tfc:ore/cassiterite/rocksalt, Rocksalt Cassiterite
tfc:ore/cassiterite/limestone, Limestone Cassiterite
tfc:ore/cassiterite/conglomerate, Conglomerate Cassiterite
tfc:ore/cassiterite/dolomite, Dolomite Cassiterite
tfc:ore/cassiterite/chert, Chert Cassiterite
tfc:ore/cassiterite/chalk, Chalk Cassiterite
tfc:ore/cassiterite/rhyolite, Rhyolite Cassiterite
tfc:ore/cassiterite/basalt, Basalt Cassiterite
tfc:ore/cassiterite/andesite, Andesite Cassiterite
tfc:ore/cassiterite/dacite, Dacite Cassiterite
tfc:ore/cassiterite/quartzite, Quartzite Cassiterite
